playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
boylejo01,2025,1,TBA,AL,1,4,13,9,0,0,0,156,43,27,6,28,58,0.221,4.67,1,2,3,0,226,0,33,0,0,4
brachsi01,2023,1,CIN,NL,0,0,5,0,0,0,0,22,5,3,0,6,6,0.2,3.68,0,0,0,0,31,2,3,0,0,1
bradfco01,2023,1,TEX,AL,4,3,20,8,0,0,0,168,56,33,11,12,51,0.259,5.3,0,0,1,0,234,5,33,1,4,4
bradfco01,2024,1,TEX,AL,6,3,14,13,0,0,0,229,64,30,10,13,70,0.218,3.54,0,1,1,0,308,0,32,0,1,2
bradiky01,2023,1,BAL,AL,12,7,30,30,0,0,0,506,132,53,14,44,168,0.215,2.83,0,9,8,0,671,0,54,1,2,19
bradiky01,2024,1,BAL,AL,2,0,8,8,0,0,0,118,27,12,2,15,53,0.186,2.75,0,2,3,0,163,0,12,0,0,2
bradiky01,2025,1,BAL,AL,1,1,6,6,0,0,0,96,23,9,3,10,47,0.2,2.53,0,0,1,0,126,0,9,0,0,3
bradlar01,2023,1,MIA,NL,0,0,4,0,0,0,0,22,13,9,2,3,7,0.371,11.05,0,1,1,0,39,2,10,0,0,0
bradlta01,2023,1,TBA,AL,5,8,23,21,0,0,0,314,106,65,23,39,129,0.255,5.59,0,6,1,0,460,0,69,0,4,2
bradlta01,2024,1,TBA,AL,8,11,25,25,0,0,0,414,122,63,22,47,154,0.235,4.11,0,4,3,0,578,0,68,3,5,11
bradlta01,2025,1,TBA,AL,6,6,21,21,0,0,0,334,99,57,13,44,95,0.236,4.61,0,4,4,0,471,0,65,0,4,12
bradlta01,2025,2,MIN,AL,0,2,6,6,0,0,0,94,32,23,6,12,32,0.267,6.61,0,3,0,1,134,0,23,1,1,3
brashma01,2023,1,SEA,AL,9,4,78,0,0,0,4,212,65,24,3,29,107,0.242,3.06,0,11,6,0,308,7,26,0,4,3
brashma01,2025,1,SEA,AL,1,3,53,0,0,0,4,142,41,13,4,18,58,0.236,2.47,2,0,2,0,199,8,15,4,1,5
brasiry01,2023,1,BOS,AL,1,0,20,0,0,0,1,63,24,17,2,9,18,0.286,7.29,0,2,2,0,95,10,18,0,0,2
brasiry01,2023,2,LAN,NL,2,0,39,0,0,0,1,116,18,3,1,10,38,0.14,0.7,1,1,1,0,143,5,6,0,3,5
brasiry01,2024,1,LAN,NL,1,0,29,4,0,0,0,84,22,11,3,5,25,0.218,3.54,0,1,0,0,110,3,12,1,3,2
brasiry01,2025,1,CHN,NL,0,1,28,1,0,0,0,78,27,13,2,5,20,0.276,4.5,0,0,0,0,105,4,13,0,2,3
brazohu01,2023,1,MIA,NL,5,2,50,0,0,0,0,176,53,27,5,31,65,0.243,4.14,2,3,4,0,257,7,28,1,3,5
brazohu01,2024,1,MIA,NL,1,2,20,0,0,0,0,92,20,10,1,11,34,0.179,2.93,0,1,2,0,125,1,14,0,0,2
brazohu01,2024,2,NYN,NL,0,1,19,0,0,0,0,63,18,12,1,14,17,0.234,5.14,0,3,1,0,92,3,12,0,0,2
brazohu01,2025,1,NYN,NL,5,2,52,3,0,0,2,189,51,25,6,27,57,0.227,3.57,1,2,4,0,262,6,29,2,4,8
brebbjo01,2023,1,SFN,NL,3,5,40,10,0,0,0,115,31,17,6,14,47,0.215,3.99,2,0,0,0,161,6,21,0,3,0
brebbjo01,2024,1,CHA,AL,0,6,54,0,0,0,2,146,52,34,9,17,58,0.265,6.29,0,1,3,0,216,20,34,0,0,1
brebbjo01,2024,2,ATL,NL,0,0,5,0,0,0,0,20,4,2,2,2,9,0.167,2.7,0,0,0,0,26,2,2,0,0,0
brebbjo01,2025,1,DET,AL,1,0,19,0,0,0,0,56,22,16,3,11,20,0.282,7.71,0,2,3,0,93,11,18,0,1,1
brebbjo01,2025,2,ATL,NL,0,1,3,0,0,0,0,14,6,4,2,1,6,0.3,7.71,0,0,1,0,22,2,5,0,0,0
breweco01,2023,1,NYA,AL,0,0,3,0,0,0,0,25,6,4,3,3,4,0.2,4.32,0,1,1,0,34,1,4,0,0,1
breweco01,2024,1,CHN,NL,0,0,16,0,0,0,1,62,24,13,1,9,22,0.293,5.66,0,1,1,0,95,8,16,0,3,0
bridejo01,2025,2,MIN,AL,0,0,4,0,0,0,0,18,14,10,1,3,2,0.452,15,0,0,2,0,37,4,10,0,1,0
briesbe01,2023,1,DET,AL,2,3,25,1,0,0,2,105,36,14,4,12,31,0.259,3.6,0,0,0,0,152,6,14,0,1,0
briesbe01,2024,1,DET,AL,4,5,46,12,0,0,1,203,55,27,5,30,69,0.224,3.59,2,0,2,0,282,12,31,1,3,5
briesbe01,2025,1,DET,AL,1,3,22,1,0,0,1,66,24,16,5,12,16,0.273,6.55,1,2,0,0,103,9,20,1,2,0
brighje01,2023,1,NYN,NL,1,3,37,0,0,0,0,113,26,22,9,18,42,0.191,5.26,0,0,5,0,160,10,23,0,1,3
brighje01,2025,1,ARI,NL,0,0,4,0,0,0,0,10,7,3,1,1,3,0.412,8.1,0,0,0,0,18,1,3,0,0,0
bristbr01,2023,1,TBA,AL,0,0,1,0,0,0,1,9,0,0,0,1,4,0,0,0,1,0,0,10,1,0,0,0,0
bristbr01,2023,2,DET,AL,0,0,2,0,0,0,0,12,5,2,0,3,1,0.294,4.5,1,0,0,0,20,2,3,0,0,0
britojh01,2023,1,NYA,AL,9,7,25,13,0,0,1,271,82,43,14,28,72,0.244,4.28,0,0,4,1,372,1,47,0,4,9
britojh01,2024,1,SDN,NL,1,2,26,0,0,0,0,131,49,20,4,10,29,0.283,4.12,1,1,0,0,185,9,23,1,1,3
brogdco01,2023,1,PHI,NL,2,1,27,1,0,0,0,87,29,13,5,13,26,0.264,4.03,0,2,1,0,127,3,14,0,3,0
brogdco01,2024,1,PHI,NL,0,1,3,0,0,0,0,6,3,6,2,6,3,0.375,27,0,1,0,0,14,1,7,0,0,1
brogdco01,2024,2,LAN,NL,0,0,1,0,0,0,0,3,2,2,2,0,0,0.4,18,0,0,0,0,5,1,2,0,0,0
brogdco01,2025,1,LAA,AL,3,2,43,0,0,0,0,141,45,29,11,18,49,0.253,5.55,4,2,0,0,199,11,31,1,2,3
brookaa01,2024,1,OAK,AL,0,2,5,4,0,0,0,80,33,15,4,8,12,0.308,5.06,0,0,1,0,119,1,19,0,3,4
brossmi01,2023,1,MIL,NL,0,0,3,0,0,0,0,7,1,1,1,1,0,0.125,3.86,0,0,0,0,9,3,1,0,0,0
brownbe01,2024,1,CHN,NL,1,3,15,8,0,0,0,166,41,22,5,19,64,0.208,3.58,0,2,1,0,222,0,22,1,4,3
brownbe01,2025,1,CHN,NL,5,8,25,15,0,0,1,319,121,70,18,32,121,0.279,5.92,0,5,4,0,472,3,73,1,2,6
brownhu01,2023,1,HOU,AL,11,13,31,29,0,0,0,467,157,88,26,55,178,0.262,5.09,0,4,9,0,665,1,94,0,2,16
brownhu01,2024,1,HOU,AL,11,9,31,30,0,0,0,510,156,66,18,60,179,0.242,3.49,0,4,5,1,712,0,71,0,2,13
brownhu01,2025,1,HOU,AL,12,9,31,31,1,0,0,556,133,50,17,57,206,0.201,2.43,1,0,7,1,729,0,55,2,2,18
brownmc01,2025,1,COL,NL,0,5,7,7,0,0,0,77,30,21,6,17,23,0.291,7.36,0,1,5,0,126,0,21,0,1,3
brubajt01,2025,1,NYA,AL,0,0,12,0,0,0,0,48,10,6,0,9,10,0.189,3.38,0,0,1,0,63,10,6,0,0,3
brubajt01,2025,2,SFN,NL,0,0,5,1,0,0,0,38,13,6,0,3,12,0.26,4.26,1,2,0,0,54,1,6,1,0,0
bruihju01,2023,1,LAN,NL,1,0,20,0,0,0,0,73,24,11,2,8,19,0.264,4.07,1,2,2,0,102,9,11,0,1,2
bruihju01,2023,2,COL,NL,0,0,7,0,0,0,0,11,4,6,0,3,3,0.286,14.73,1,0,1,0,19,4,7,0,1,0
bruihju01,2024,1,PIT,NL,0,0,7,0,0,0,0,17,9,6,1,1,5,0.375,9.53,1,1,1,0,27,0,6,0,1,1
bruihju01,2025,1,TOR,AL,0,0,15,0,0,0,0,41,19,8,2,7,18,0.333,5.27,3,0,1,0,65,1,10,0,0,1
brujavi01,2024,1,MIA,NL,0,0,2,0,0,0,0,5,7,8,2,3,1,0.583,43.2,0,0,1,0,16,1,8,0,0,0
brujavi01,2025,3,ATL,NL,0,0,2,0,0,0,0,6,4,3,1,1,0,0.4,13.5,0,0,0,0,11,2,3,0,0,0
brzykza01,2024,1,WAS,NL,0,0,6,0,0,0,0,17,9,9,2,3,4,0.36,14.29,0,0,0,0,28,1,9,0,0,1
brzykza01,2025,1,WAS,NL,0,1,26,0,0,0,0,69,28,23,6,12,24,0.292,9,0,2,2,0,110,11,23,0,0,1
bubickr01,2023,1,KCA,AL,0,2,3,3,0,0,0,48,19,7,1,2,16,0.292,3.94,0,1,1,0,68,0,7,0,0,1
bubickr01,2024,1,KCA,AL,1,1,27,0,0,0,1,91,26,9,2,5,39,0.232,2.67,3,1,0,0,121,7,12,2,2,1
bubickr01,2025,1,KCA,AL,8,7,20,20,0,0,0,349,98,33,6,39,116,0.227,2.55,1,1,3,0,476,0,38,0,3,14
buchada01,2024,1,CIN,NL,0,0,1,0,0,0,0,10,2,1,0,2,1,0.167,2.7,0,0,0,0,14,0,1,0,0,0
buehlwa01,2024,1,LAN,NL,1,6,16,16,0,0,0,226,89,45,16,28,64,0.288,5.38,0,3,5,0,344,0,52,0,2,11
buehlwa01,2025,1,BOS,AL,7,7,23,22,0,0,0,337,120,68,22,55,84,0.271,5.45,0,0,9,0,508,1,72,0,2,11
buehlwa01,2025,2,PHI,NL,3,0,3,2,0,0,0,41,10,1,0,6,8,0.204,0.66,0,0,2,0,57,0,1,0,0,0
bukaujb01,2023,1,SEA,AL,0,0,1,0,0,0,0,3,2,1,0,2,1,0.4,9,1,1,0,0,7,0,2,0,0,0
bukaujb01,2023,2,MIL,NL,0,0,5,0,0,0,0,18,4,0,0,1,6,0.19,0,0,0,1,0,23,2,0,0,0,1
bukaujb01,2024,1,MIL,NL,0,0,6,0,0,0,0,18,3,1,1,1,6,0.143,1.5,0,0,0,0,22,2,1,0,0,0
bumgama01,2023,1,ARI,NL,0,3,4,4,0,0,0,50,25,19,4,15,10,0.347,10.26,0,0,1,0,90,0,20,0,2,0
bummeaa01,2023,1,CHA,AL,5,5,61,0,0,0,0,175,53,44,4,36,78,0.236,6.79,3,6,5,0,267,8,45,0,1,3
bummeaa01,2024,1,ATL,NL,4,3,56,0,0,0,0,166,61,22,2,18,69,0.277,3.58,2,2,2,0,244,13,24,1,3,2
bummeaa01,2025,1,ATL,NL,3,2,42,2,0,0,0,163,51,23,3,17,51,0.25,3.81,4,1,11,0,235,5,27,0,3,5
burdini01,2023,1,CHN,NL,0,0,3,0,0,0,0,9,3,3,0,3,4,0.273,9,0,1,0,0,15,2,3,0,1,0
burdini01,2024,1,NYA,AL,1,0,12,0,0,0,0,29,5,2,1,9,12,0.147,1.86,0,3,2,0,45,1,2,0,0,0
burdini01,2025,1,BOS,AL,0,0,4,0,0,0,0,16,5,0,0,2,5,0.263,0,0,1,0,0,21,2,0,0,0,2
burdiza01,2023,1,TBA,AL,0,0,3,0,0,0,0,12,6,5,0,2,5,0.353,11.25,0,2,0,0,20,1,6,0,1,0
burgoju01,2025,1,SEA,AL,0,0,4,0,0,0,0,20,7,3,0,2,8,0.259,4.05,0,0,1,0,30,4,3,0,0,0
burgoju01,2025,2,ARI,NL,1,1,9,0,0,0,0,20,10,6,2,6,6,0.345,8.1,1,0,0,0,35,0,7,0,0,2
burgora01,2024,1,SFN,NL,0,0,1,0,0,0,0,3,3,1,0,1,1,0.5,9,0,0,0,0,7,0,1,0,0,0
burkebr01,2023,1,TEX,AL,5,3,53,0,0,0,0,179,64,29,13,9,52,0.271,4.37,4,2,2,0,250,9,32,1,2,5
burkebr01,2024,1,TEX,AL,0,0,13,0,0,0,0,41,21,14,3,9,16,0.35,9.22,0,0,2,0,72,4,14,0,1,1
burkebr01,2024,2,LAA,AL,2,1,21,1,0,0,0,61,16,8,1,7,25,0.213,3.54,2,0,0,0,82,5,8,0,0,4
burkebr01,2025,1,LAA,AL,7,1,69,1,0,0,0,185,58,23,8,18,52,0.254,3.36,4,0,3,1,257,14,24,3,5,5
burkese01,2024,1,CHA,AL,2,0,4,3,0,0,0,57,12,3,2,7,22,0.174,1.42,0,1,0,0,76,1,4,0,0,0
burkese01,2025,1,CHA,AL,4,11,28,22,0,0,0,403,131,63,23,63,133,0.25,4.22,0,2,6,0,596,0,76,1,3,6
burleal01,2023,1,SLN,NL,0,0,2,0,0,0,0,5,8,4,1,0,1,0.615,21.6,0,0,0,0,13,2,4,0,0,0
burleal01,2025,1,SLN,NL,0,0,1,0,0,0,0,3,1,0,0,0,0,0.333,0,0,0,1,0,4,1,0,0,0,1
burneco01,2023,1,MIL,NL,10,8,32,32,0,0,0,581,141,73,22,66,200,0.2,3.39,0,10,8,1,784,0,77,0,6,10
burneco01,2024,1,BAL,AL,15,9,32,32,0,0,0,583,165,63,22,48,181,0.226,2.92,0,7,2,3,784,0,76,0,3,11
burneco01,2025,1,ARI,NL,3,2,11,11,0,0,0,193,49,19,7,26,63,0.21,2.66,1,1,3,2,265,0,23,2,1,5
burnsch01,2025,1,CIN,NL,0,3,13,8,0,0,0,130,41,22,5,16,67,0.24,4.57,0,0,0,0,188,1,25,1,0,1
burromi01,2024,1,PIT,NL,1,0,1,0,0,0,0,10,2,1,1,3,2,0.182,2.7,0,0,0,0,14,0,2,0,0,0
burromi01,2025,1,PIT,NL,2,4,23,19,0,0,0,288,88,42,13,31,97,0.243,3.94,1,2,5,0,402,0,43,0,4,8
burrry01,2024,1,TOR,AL,0,2,34,4,0,0,0,98,29,15,4,12,47,0.228,4.13,0,0,1,0,140,5,16,0,0,1
burrry01,2025,1,TOR,AL,1,0,2,0,0,0,0,6,1,0,0,1,3,0.143,0,0,0,0,0,8,0,0,0,0,0
busenal01,2023,1,CIN,NL,0,0,6,0,0,0,0,21,8,2,0,1,5,0.286,2.57,1,0,0,0,29,5,2,0,0,1
busenal01,2024,1,CIN,NL,0,0,3,0,0,0,0,12,9,6,1,0,3,0.429,13.5,0,0,0,0,21,2,7,0,0,1
bushky01,2024,1,CHA,AL,0,3,4,4,0,0,0,53,20,11,2,16,11,0.29,5.6,1,2,1,0,87,0,11,0,1,2
bushma01,2023,1,MIL,NL,0,2,12,0,0,0,1,31,11,11,5,6,10,0.262,9.58,0,0,0,0,48,4,11,0,0,0
buttojo01,2023,1,NYN,NL,1,4,9,7,0,0,0,126,33,17,3,23,38,0.212,3.64,0,0,0,0,179,0,17,0,0,2
buttojo01,2024,1,NYN,NL,7,3,30,7,0,0,3,222,41,21,6,38,79,0.167,2.55,0,2,5,1,294,5,21,1,4,9
buttojo01,2025,1,NYN,NL,3,2,34,0,0,0,1,141,43,19,2,22,41,0.25,3.64,1,3,1,1,198,7,21,1,2,4
buttojo01,2025,2,SFN,NL,2,1,21,0,0,0,0,60,19,10,2,10,17,0.268,4.5,1,0,1,0,86,2,10,1,3,2
cabaljo01,2025,1,TBA,AL,0,0,1,0,0,0,0,3,5,6,2,1,0,0.625,54,0,0,0,0,9,1,6,0,0,0
cabreed02,2023,1,MIA,NL,7,7,22,20,0,0,0,299,78,47,11,66,118,0.215,4.24,0,1,4,3,434,0,48,0,1,11
cabreed02,2024,1,MIA,NL,4,8,20,20,0,0,0,289,82,53,15,50,107,0.227,4.95,0,1,5,1,418,0,60,0,2,5
cabreed02,2025,1,MIA,NL,8,7,26,26,0,0,0,413,121,54,17,48,150,0.233,3.53,0,8,10,0,581,0,60,1,3,7
cabrege01,2023,1,SLN,NL,1,1,32,0,0,0,0,96,32,18,6,18,38,0.258,5.06,0,0,0,1,143,10,18,1,0,3
cabrege01,2023,2,TOR,AL,1,0,29,0,0,0,0,71,17,7,2,6,20,0.195,2.66,3,1,2,0,96,2,10,0,1,1
cabrege01,2024,1,TOR,AL,3,3,69,0,0,0,2,188,63,25,10,29,50,0.268,3.59,4,2,2,2,271,10,31,1,4,8
cabrege01,2025,1,NYN,NL,0,0,6,0,0,0,0,23,7,3,1,3,7,0.241,3.52,0,0,0,0,32,1,3,0,0,0
cabrege01,2025,2,CHN,NL,0,0,9,0,0,0,0,28,10,9,4,3,8,0.278,8.68,0,0,0,0,39,3,9,0,0,1
cabrege01,2025,3,PIT,NL,0,0,9,0,0,0,0,33,12,6,2,1,7,0.279,4.91,0,0,1,0,46,1,6,0,1,1
cabrege01,2025,4,MIN,AL,0,1,16,0,0,0,1,44,17,13,5,11,13,0.298,7.98,1,3,1,1,70,5,14,0,1,1
cabreos01,2024,1,NYA,AL,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0
cacerke01,2023,1,LAA,AL,0,0,2,0,0,0,0,4,2,1,0,2,1,0.4,6.75,0,1,0,0,8,2,1,1,0,0
calvobl01,2023,1,COL,NL,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
camerno01,2025,1,KCA,AL,9,7,24,24,0,0,0,415,109,46,18,43,114,0.214,2.99,1,3,3,0,556,0,46,1,0,14
campbis01,2023,1,SEA,AL,4,1,27,0,0,0,1,86,22,9,2,13,33,0.21,2.83,1,2,1,1,120,9,9,0,1,5
campbis01,2024,1,BOS,AL,0,1,8,0,0,0,0,20,14,12,3,2,6,0.4,16.2,0,1,0,0,37,1,13,0,0,0
campbis01,2025,1,BOS,AL,0,0,6,0,0,0,0,23,13,6,1,1,3,0.394,7.04,0,0,1,0,35,4,6,0,0,3
cannigr01,2023,1,LAA,AL,7,8,24,22,0,0,0,381,121,61,22,36,139,0.245,4.32,1,4,5,0,536,0,62,1,1,6
cannigr01,2024,1,LAA,AL,6,13,32,31,0,0,0,515,174,99,31,66,130,0.265,5.19,1,6,6,4,739,1,105,2,9,17
cannigr01,2025,1,NYN,NL,7,3,16,16,0,0,0,229,70,32,8,35,70,0.24,3.77,0,3,0,0,328,0,35,1,0,5
cannojo02,2024,1,CHA,AL,5,10,23,21,0,0,1,373,125,62,18,40,91,0.263,4.49,0,2,4,1,522,1,65,0,2,13
cannojo02,2025,1,CHA,AL,4,10,22,17,0,0,0,311,116,67,19,38,86,0.278,5.82,1,2,6,1,466,1,69,0,4,8
canoye01,2023,1,BAL,AL,1,4,72,0,0,0,8,218,60,17,4,13,65,0.226,2.11,2,2,3,1,283,20,19,1,0,9
canoye01,2024,1,BAL,AL,4,3,70,0,0,0,5,180,54,21,6,24,65,0.242,3.15,1,0,1,1,249,12,24,0,1,7
canoye01,2025,1,BAL,AL,3,7,65,0,0,0,2,174,62,33,7,24,53,0.283,5.12,1,2,3,1,251,11,36,3,2,8
cantijo01,2024,1,CLE,AL,2,4,9,8,0,0,0,116,35,21,6,15,44,0.238,4.89,0,4,0,0,163,1,22,0,1,3
cantijo01,2025,1,CLE,AL,5,3,34,13,0,0,1,286,78,34,10,42,108,0.218,3.21,0,2,0,0,401,10,39,0,2,5
capravi01,2025,2,CHA,AL,0,0,3,0,0,0,0,9,5,2,1,0,1,0.333,6,0,0,0,0,15,3,4,0,0,0
carasma01,2023,1,COL,NL,1,0,16,0,0,0,1,73,28,17,3,11,16,0.292,6.29,0,1,1,0,110,2,19,0,2,2
carasma01,2024,1,COL,NL,0,1,7,0,0,0,0,26,16,10,2,3,7,0.41,10.38,0,0,1,0,43,1,10,0,0,3
carltdr01,2023,1,SDN,NL,2,1,11,0,0,0,0,62,18,10,2,6,18,0.243,4.35,0,1,1,0,85,1,12,2,1,2
carraca01,2023,1,NYN,NL,3,8,20,20,0,0,0,270,115,68,18,38,66,0.31,6.8,0,3,6,1,417,0,71,0,2,6
carraca01,2024,1,CLE,AL,3,10,21,21,0,0,0,311,112,65,19,33,89,0.276,5.64,0,5,5,0,447,0,68,1,2,10
carraca01,2025,1,NYA,AL,2,2,8,6,0,0,0,96,39,21,7,10,25,0.298,5.91,0,0,0,0,142,2,21,0,1,3
carraca01,2025,2,ATL,NL,0,0,3,3,0,0,0,41,22,15,3,7,9,0.355,9.88,0,1,0,0,70,0,15,0,1,0
carrial01,2025,1,NYN,NL,0,1,3,0,0,0,0,14,6,7,4,2,4,0.316,13.5,0,1,1,0,22,0,7,0,0,0
